Lat,Lon
53.9098759,1.8666273
53.9108457,1.8597251
53.911409,1.8543423
53.9129721,1.8463158
53.9133256,1.8434724
53.91377,1.8394578
53.9149181,1.8321744
53.9159552,1.8280243
53.9163165,1.8258194
53.9184576,1.8119806
53.9190186,1.8067938
53.919942,1.8005958
53.9222642,1.7894551
53.9224694,1.7877977
53.9228277,1.7829998
53.9234123,1.7772928
53.9264886,1.7649837
53.928437,1.7518858
53.9294483,1.7457131
53.9306515,1.734528
53.9313725,1.7313005
53.9322445,1.7232095
53.9346761,1.7103337
53.9351917,1.7049992
53.9363263,1.6988354
53.9376882,1.6896581
53.9382226,1.6869007
53.9387503,1.6814294
53.9394307,1.6756665
53.9412941,1.6673854
53.9427901,1.6602149
53.9435266,1.6513919
53.9443334,1.6455629
53.946131,1.6384935
53.9469006,1.6329807
53.948514,1.6212597
53.9498099,1.6149685
53.9511514,1.6083455
53.9513766,1.6069271
53.9530735,1.5962327
53.9540002,1.5893138
53.9552753,1.5803507
53.9561271,1.5744005
53.9571327,1.5696223
53.9575993,1.5672376
53.9625049,1.5519333
53.9760769,1.5263726
54.0151893,1.5061237
54.0422887,1.509049
54.0680016,1.5053893
54.0927485,1.5006978
54.1148279,1.5015022
54.1169187,1.5015079
54.1493733,1.5107502
54.1882619,1.5641653
54.1883324,1.5665455
54.1880793,1.5742361
54.187976,1.5801364
54.1883227,1.5861458
54.1881595,1.5908233
54.1881384,1.5960784
54.1881279,1.5990677
54.1881646,1.603616
54.1883148,1.6082671
54.1882574,1.6127738
54.1882323,1.6207386
54.1881474,1.6251667
54.1879603,1.6297984
54.1878013,1.6354292
54.1880274,1.6435297
54.1882252,1.6471482
54.1879924,1.6570763
54.187832,1.6699192
54.1882097,1.6748762
54.1882068,1.6805433
54.1882066,1.6831158
54.1881808,1.6860076
54.1883471,1.6911915
54.1883247,1.6966559
54.1882749,1.7021798
54.1881412,1.7081441
54.1883262,1.7132962
54.1883456,1.7157939
54.188224,1.7190226
54.1881188,1.7246191
54.188353,1.7326471
54.1881956,1.7353694
54.1881614,1.740848
54.1881243,1.7468201
54.1880921,1.7552539
54.1879235,1.7638576
54.1880053,1.77439
54.188311,1.7794281
54.1883541,1.7815281
54.189015,1.7835827
54.1919919,1.7841579
54.1956947,1.7841225
54.2001685,1.7842945
54.2064942,1.7838266
54.2134294,1.7837685
54.2182763,1.7838113
54.2223439,1.7838819
54.2320631,1.7842409
54.2412587,1.7837178
54.2520002,1.7843024
54.261926,1.783888
54.2649669,1.7839078
54.2699317,1.7837139
54.2745918,1.7837889
54.2794098,1.7837129
54.282393,1.7838329
54.2840829,1.7839058
54.2886368,1.7842626
54.2901993,1.7843946
54.3367791,1.8165519
54.3415597,1.8246468
54.3448843,1.8300772
54.3464654,1.8327896
54.3467806,1.8322357
54.3470958,1.8316819
54.351989,1.8244553
54.3555405,1.8170494
54.3564113,1.8155268
54.356681,1.8150569
54.3569815,1.8145334
54.3576029,1.8134382
54.3590468,1.8108696
54.3596225,1.8098364
54.3601811,1.8088443
54.3607117,1.807897
54.3610061,1.8073841
54.3613006,1.8068712
54.3680339,1.7974833
54.3734952,1.7855695
54.3738118,1.7850366
54.3743963,1.7840305
54.3747035,1.7834967
54.3761489,1.7809028
54.3776777,1.7783043
54.3782597,1.7772826
54.3834593,1.7696387
54.3873426,1.761603
54.3876266,1.761112
54.388773,1.759209
54.3896854,1.7576902
54.3905464,1.7560955
54.3908392,1.7555707
54.3911319,1.7550459
54.3914246,1.7545211
54.3917173,1.7539963
54.3920101,1.7534715
54.3923028,1.7529467
54.3925955,1.7524218
54.3928882,1.751897
54.3931809,1.7513722
54.3934736,1.7508473
54.3937663,1.7503224
54.3992576,1.7422815
54.4023045,1.7357672
54.4038417,1.7329271
54.4041632,1.73236
54.4047885,1.7312389
54.4054387,1.7300756
54.4057602,1.7295085
54.4060817,1.7289413
54.4070141,1.7272367
54.4073355,1.7266695
54.407657,1.7261023
54.4082996,1.7250076
54.4085907,1.7245021
54.4088818,1.7239967
54.4091729,1.7234913
54.409464,1.7229858
54.4097551,1.7224804
54.4100462,1.7219749
54.4149319,1.7148077
54.4199129,1.7048677
54.4202558,1.7043169
54.4205987,1.7037661
54.4209416,1.7032153
54.4227852,1.6997147
54.4244911,1.6966301
54.4247727,1.6961539
54.4250542,1.6956777
54.4253358,1.6952014
54.4256174,1.6947251
54.425899,1.6942489
54.4308026,1.6872798
54.4343255,1.679644
54.4362496,1.676312
54.4365703,1.6757566
54.4376932,1.6737838
54.4379963,1.6732757
54.4382993,1.6727677
54.4386024,1.6722596
54.4389055,1.6717516
54.4392086,1.6712435
54.4465124,1.6602957
54.4500296,1.6523963
54.4512553,1.6501415
54.4515775,1.6495855
54.4518998,1.6490296
54.4521991,1.6484702
54.4524984,1.6479107
54.4527976,1.6473513
54.4530969,1.6467918
54.4533962,1.6462323
54.4536955,1.6456728
54.4555773,1.6424126
54.4559053,1.6418854
54.4562334,1.6413581
54.4565614,1.6408308
54.4568894,1.6403036
54.4572174,1.6397763
54.4575454,1.639249
54.4578734,1.6387217
54.4623105,1.6320507
54.4655516,1.6251798
54.4658887,1.6245785
54.4662257,1.6239772
54.4665627,1.623376
54.4668997,1.6227747
54.4672367,1.6221734
54.4675737,1.6215721
54.4679107,1.6209707
54.4702783,1.6170847
54.470558,1.6165566
54.4708377,1.6160286
54.4711174,1.6155006
54.471397,1.6149726
54.4716767,1.6144445
54.4719564,1.6139165
54.4779174,1.6048413
54.481826,1.5964697
54.4821452,1.595902
54.4834051,1.5937546
54.483691,1.5932344
54.483977,1.5927143
54.4852002,1.5905946
54.4855259,1.5900549
54.4858516,1.5895152
54.4861773,1.5889754
54.486503,1.5884357
54.4868287,1.5878959
54.4871543,1.5873562
54.48748,1.5868164
54.4878057,1.5862767
54.4881314,1.5857369
54.488457,1.5851971
54.4936965,1.5769779
54.4986776,1.566931
54.4998819,1.565053
54.501188,1.562836
54.5020767,1.5611222
54.5036903,1.5579753
54.5042318,1.5569879
54.5045035,1.5565029
54.5047753,1.5560179
54.5092684,1.5492197
54.5120691,1.5434714
54.5147937,1.5390046
54.528875522,1.523758782
54.52942015,1.522979465
54.531217527,1.520044709
54.531943343,1.518777913
54.5428621,1.497251
54.5433318,1.4966769
54.5425776,1.4896418
54.544606864,1.469994885
54.545586634,1.464632601
54.5467094,1.460088526
54.548447658,1.455000384
54.549482802,1.449380864
54.552898173,1.438697109
54.553986392,1.433977981
54.555399194,1.42891799
54.557150218,1.423010493
54.559117164,1.414160958
54.561068734,1.405750757
54.563203619,1.398980505
54.56493889,1.390725013
54.566416192,1.385539411
54.567588222,1.380071492
54.56857457,1.376520266
54.570123017,1.370370855
54.572350487,1.364002782
54.573225393,1.359907667
54.574518208,1.355299275
54.577414376,1.347188112
54.580644442,1.333327359
54.581818319,1.328528214
54.582797668,1.324482805
54.584166737,1.319370606
54.585603092,1.313744704
54.586519094,1.310117407
54.58826463,1.30406202
54.5903653,1.298502617
54.591295855,1.293058535
54.592341168,1.288645432
54.593674383,1.283411047
54.594893516,1.278790198
54.596482385,1.273125882
54.597795408,1.268001377
54.598394691,1.264534645
54.599413082,1.260224283
54.602646926,1.249214974
54.603561278,1.244289441
54.604429866,1.240360535
54.605551437,1.236381436
54.607185679,1.229382639
54.608602336,1.224623974
54.6100976,1.218450346
54.611473029,1.213531657
54.613244939,1.207706217
54.614175423,1.203673483
54.615127539,1.199384028
54.616366833,1.194987766
54.617970312,1.189665372
54.619080087,1.184524087
54.620187327,1.180249773
54.621525448,1.175406669
54.622989425,1.169458313
54.624356073,1.163874701
54.625213996,1.160516774
54.626772998,1.154611974
54.627874998,1.149707267
54.629319883,1.144545391
54.630662755,1.139585851
54.63156777,1.135508331
54.632942668,1.130461192
54.634180037,1.124801704
54.634973038,1.121552036
54.636675532,1.115482567
54.637823085,1.110958268
54.638811361,1.106775733
54.640784522,1.10070543
54.642112149,1.09481685
54.64335119,1.090052303
54.645100544,1.081677002
54.646768924,1.075280551
54.648026757,1.069913294
54.649162848,1.065703271
54.650749856,1.06005607
54.653168206,1.051181669
54.654415064,1.045949265
54.655395433,1.041970449
54.656595802,1.036790175
54.658340328,1.030708429
54.6659871,1.0140529
54.66618,1.0073819
54.6671597,0.9983336
54.6703624,0.9855236
54.6710319,0.9831682
54.6732489,0.9708888
54.6742949,0.9512779
54.6753602,0.9462976
54.6774291,0.9384883
54.6777355,0.934011
54.6803958,0.9131941
54.6814106,0.9083791
54.6823774,0.9014347
54.683082,0.8945333
54.684072,0.8854485
54.6848689,0.8806791
54.6855915,0.8759973
54.6861689,0.8713672
54.6867002,0.8667802
54.6890348,0.8524344
54.68992,0.8434643
54.6925301,0.8287696
54.6944093,0.8171752
54.6965929,0.7986072
54.6976131,0.7898453
54.7021469,0.7756419
54.7017028,0.7655833
54.7020016,0.7572053
54.702672,0.7522366
54.7036639,0.7473516
54.7038072,0.7430144
54.7067102,0.7283215
54.7086809,0.7142321
54.7091696,0.7052439
54.7097081,0.7008548
54.7123022,0.6905308
54.7142062,0.6723338
54.716874,0.6536262
54.7172853,0.6512615
54.7178117,0.6465129
54.7180409,0.6401297
54.7186283,0.635447
54.7213714,0.6208865
54.7221402,0.6160906
54.7221969,0.609711
54.7226175,0.605203
54.7234677,0.6003653
54.7244282,0.5953945
54.7250931,0.590793
54.7256143,0.5819575
54.7284984,0.5693417
54.7290453,0.5604914
54.7296477,0.5558071
54.7304047,0.5510239
54.7325879,0.5429589
54.7328039,0.5343662
54.7369659,0.5145224
54.7370191,0.5102222
54.738575,0.4962578
54.7391605,0.4918347
54.7397233,0.4871927
54.7417979,0.4771892
54.7422028,0.4621732
54.7448775,0.451738
54.7454185,0.4387335
54.7461065,0.4340199
54.7469052,0.4291572
54.749369,0.4147279
54.7502564,0.4098853
54.7508954,0.4030542
54.7517673,0.3939676
54.7535745,0.3820914
54.7545951,0.3749708
54.7554312,0.3680722
54.756602,0.358737
54.7573148,0.3539757
54.7587291,0.344545
54.7594111,0.3376206
54.7605129,0.3284819
54.7616171,0.3234
54.7645925,0.3064545
54.7641035,0.3004882
54.7654963,0.2843525
54.7676584,0.2711818
54.7683298,0.2655602
54.7695542,0.2563001
54.7703266,0.2427698
54.7716167,0.2361866
54.7725587,0.2299412
54.7741912,0.2227851
54.7751768,0.2165727
54.7763557,0.2076337
54.7776488,0.1933354
54.7781609,0.1878738
54.7791229,0.1813788
54.7797203,0.1756414
54.7802434,0.1700244
54.7812444,0.1638106
54.7820702,0.1578205
54.7825045,0.1546243
54.7826972,0.1518663
54.7835615,0.1457067
54.7846015,0.1392451
54.7861957,0.1273063
54.7864164,0.1259959
54.7865786,0.1218671
54.7870826,0.1161697
54.7881379,0.1097698
54.788448,0.106924
54.789486,0.1004605
54.7910159,0.0909889
54.7925613,0.0789974
54.79376,0.0698807
54.7951382,0.0580814
54.7975738,0.04481
54.8018706,0.0341043
54.8004115,0.0186746
54.8009196,0.0129743
54.8019589,0.0066623
54.8024753,0.0009775
54.8033231,-0.0052044
54.8049694,-0.0124055
54.8064673,-0.0243139
54.8079573,-0.0335935
54.8083011,-0.0442987
54.8083537,-0.0492447
54.8079938,-0.0536971
54.8056697,-0.0629271
54.8046606,-0.0740697
54.79997,-0.0923559
54.7965002,-0.1072515
54.794833,-0.1150609
54.792246,-0.123861
54.7915085,-0.1279082
54.7908884,-0.1319967
54.7881194,-0.1430739
54.7872165,-0.1492744
54.7867066,-0.1535591
54.78624,-0.1553845
54.7835788,-0.1642301
54.7812194,-0.1758445
54.7784543,-0.1868537
54.7771012,-0.1949686
54.7764068,-0.1990423
54.7745652,-0.206385
54.7739514,-0.2104702
54.7702306,-0.2251703
54.7679681,-0.2370528
54.767345,-0.2411837
54.7664719,-0.2522895
54.7622336,-0.2638342
54.7602077,-0.2711327
54.7593142,-0.2746677
54.7570759,-0.286683
54.7560362,-0.2900837
54.7544299,-0.2979214
54.7520476,-0.3094581
54.7479924,-0.3261901
54.7475236,-0.3280429
54.745149,-0.3396843
54.7417662,-0.3526235
54.7390373,-0.3661557
54.7371307,-0.3734243
54.7354205,-0.3812903
54.7347381,-0.3874216
54.7334514,-0.3981586
54.7318257,-0.4057398
54.7303319,-0.4138277
54.7278083,-0.4201692
54.7251132,-0.4313458
54.7232391,-0.4386386
54.7225913,-0.4427784
54.7217131,-0.446492
54.7197761,-0.4588008
54.7158058,-0.4731878
54.7146021,-0.4789615
54.7138721,-0.4953667
54.7074001,-0.5113142
54.7054188,-0.5234774
54.7040255,-0.5264148
54.700679,-0.5269085
54.6994629,-0.5251991
54.6950695,-0.5164984
54.6926124,-0.5125539
54.6843097,-0.491636
54.6796604,-0.4784845
54.6759886,-0.4652835
54.6713036,-0.4537827
54.6669414,-0.4444277
54.6630052,-0.429833
54.6596871,-0.4227984
54.6550012,-0.4088113
54.6518043,-0.3994808
54.6474886,-0.3885221
54.6403075,-0.3771066
54.6382184,-0.3634608
54.6367732,-0.3589478
54.6281263,-0.3417749
54.6228724,-0.3225025
54.6202684,-0.3162127
54.6156131,-0.3065862
54.6125315,-0.2957965
54.6112866,-0.291652
54.6079144,-0.2820072
54.6031449,-0.2715098
54.5992987,-0.2602633
54.5963187,-0.2511953
54.5946964,-0.2465436
54.5904102,-0.2373483
54.5833227,-0.2235101
54.5803576,-0.2095579
54.5804644,-0.1997891
54.5791138,-0.1905955
54.52605,-0.1431528
54.5229778,-0.1430139
54.5200361,-0.1430306
54.5172056,-0.1431417
54.5144722,-0.1431361
54.5055389,-0.1430583
54.4995833,-0.1429167
54.4966306,-0.1429667
54.4938194,-0.1429889
54.4877667,-0.1428583
54.4848694,-0.1428528
54.4820111,-0.1429861
54.4791472,-0.1429361
54.4762583,-0.1429667
54.473325,-0.14295
54.4705028,-0.1430028
54.4677778,-0.14305
54.4645333,-0.1429333
54.4616528,-0.1429611
54.4563306,-0.1432056
54.4502833,-0.1430639
54.4474667,-0.1430778
54.4415944,-0.1432083
54.4355722,-0.1430111
54.429675,-0.1429917
54.4269389,-0.1431139
54.4183806,-0.1432056
54.41535,-0.1431528
54.41255,-0.1431694
54.4097083,-0.14325
54.4084389,-0.14315
54.4063833,-0.1430278
54.4033639,-0.1429111
54.3949528,-0.1431417
54.3888778,-0.1430222
54.3858333,-0.1429722
54.3773056,-0.1430111
54.3743361,-0.1430222
54.371525,-0.1431361
54.3658889,-0.1431806
54.3598361,-0.1430639
54.3568778,-0.1429333
54.3536889,-0.1429361
54.351,-0.1429111
54.3480306,-0.1429
54.3424139,-0.1430583
54.3395222,-0.1431
54.3365889,-0.1430861
54.327825,-0.143075
54.3250944,-0.1431917
54.3190111,-0.1429167
54.3160722,-0.1429722
54.3132639,-0.1430056
54.3072583,-0.1429528
54.3044667,-0.1429667
54.3016944,-0.1429722
54.2987111,-0.1430306
54.2957583,-0.14305
54.2927806,-0.1430333
54.2841806,-0.1431361
54.2783222,-0.1430583
54.2725083,-0.1430972
54.2693639,-0.1429917
54.2636361,-0.143
54.26125,-0.14315
54.2578917,-0.14305
54.2522972,-0.1430889
54.2463,-0.1430972
54.2379556,-0.1431222
54.2346583,-0.1431889
54.2316611,-0.1429806
54.2286556,-0.1428528
54.2099056,-0.1428667
54.1851722,-0.1426444
54.1598111,-0.1430778
54.1567,-0.1430861
54.152375,-0.143125
54.1487194,-0.1431528
54.1479639,-0.1431583
54.142425,-0.1430944
54.1411444,-0.1425639
54.1401444,-0.1401139
54.1387889,-0.1371139
54.1377361,-0.1347667
54.1373556,-0.1335861
54.1363583,-0.1304972
54.1356806,-0.1279556
54.1348083,-0.1243722
