Lat Lon Depth
54.106945450 000.433534295 -51.000
54.162227793 000.429482669 -54.000
54.142789976 000.416839529 -52.000
54.175914070 000.546847073 -54.000
54.132866229 000.496306656 -52.000
54.067916919 000.381229730 -50.000
54.101742323 000.469326934 -51.000
54.122725962 000.457390516 -54.000
54.124884487 000.395545212 -54.000
54.168034457 000.530411525 -53.000
54.181292556 000.559163638 -56.000
54.136816691 000.478051772 -53.000
54.131359939 000.368098611 -53.000
54.125131721 000.491160769 -55.000
54.140541144 000.407882296 -53.000
54.177647098 000.403415160 -55.000
54.153626480 000.507603163 -53.000
54.078129243 000.525365026 -49.000
54.118454899 000.555371433 -49.000
54.113360873 000.524507879 -52.000
54.070952416 000.516519803 -51.000
54.183509726 000.563463566 -59.000
54.144047253 000.549990770 -48.000
54.070001526 000.346969352 -51.000
54.077801918 000.395301287 -51.000
54.096226863 000.472834028 -51.000
54.117315640 000.378896279 -52.000
54.092421661 000.492453624 -52.000
54.170410161 000.470939338 -54.000
54.136116676 000.385471454 -55.000
54.164899555 000.380961133 -55.000
54.139562111 000.397518721 -54.000
54.170468062 000.504894580 -53.000
54.109126569 000.424365716 -51.000
54.070191888 000.399149752 -50.000
54.072875690 000.503169240 -50.000
54.155919470 000.539053525 -49.000
54.161048001 000.401177288 -53.000
54.099374908 000.505988833 -50.000
54.086072438 000.386034355 -50.000
54.117414682 000.479142418 -54.000
54.181372769 000.463409384 -57.000
54.172210604 000.379781567 -53.000
54.123244185 000.395227820 -54.000
54.139600425 000.509311809 -54.000
54.177299273 000.440246000 -57.000
54.099937390 000.389023188 -50.000
54.101195972 000.435443382 -50.000
54.124843838 000.388586007 -54.000
54.148328794 000.506362558 -50.000
54.162762456 000.378722833 -57.000
54.173317725 000.435296933 -54.000
54.096976450 000.519994235 -50.000
54.149989004 000.541161900 -51.000
54.093275938 000.519391058 -50.000
54.181771710 000.442289410 -56.000
54.079937972 000.515709205 -51.000
54.163948577 000.518927054 -51.000
54.116332698 000.338793626 -52.000
54.112278845 000.480026803 -53.000
54.092191805 000.409063106 -51.000
54.090343357 000.344893566 -52.000
54.165956330 000.462008368 -54.000
54.143819237 000.532041628 -51.000
54.125498836 000.458579972 -54.000
54.135662342 000.335626836 -53.000
54.178736729 000.413329664 -55.000
54.078608182 000.424227138 -51.000
54.132985439 000.518700559 -52.000
54.183470411 000.458496898 -56.000
54.160544954 000.495253430 -54.000
54.109028625 000.337969286 -52.000
54.152229683 000.429300523 -54.000
54.140648217 000.457971592 -56.000
54.153681236 000.354556035 -53.000
54.139967699 000.392721135 -54.000
54.166709779 000.517972638 -53.000
54.112939280 000.333685123 -51.000
54.150631534 000.458237318 -55.000
54.168383499 000.447893075 -56.000
54.133935859 000.558875600 -48.000
54.110359788 000.388924390 -51.000
54.144173217 000.415186417 -52.000
54.166336546 000.541350107 -54.000
54.173901434 000.482641604 -55.000
54.165608899 000.439184437 -54.000
54.131862689 000.440131495 -53.000
54.070189710 000.472027540 -51.000
54.123721905 000.533601989 -50.000
54.122702239 000.450369351 -53.000
54.100773936 000.381356595 -51.000
54.126847897 000.543977685 -49.000
54.079305697 000.357184882 -51.000
54.121583419 000.561149876 -50.000
54.106044834 000.391278908 -51.000
54.097080619 000.435538999 -51.000
54.136608526 000.524031872 -51.000
54.170416640 000.463737978 -54.000
54.081252193 000.368786369 -51.000
54.107359447 000.540243522 -47.000
54.123875375 000.384073362 -53.000
54.072790940 000.391690122 -50.000
54.107536406 000.531134718 -51.000
54.113380308 000.431078756 -51.000
54.154001594 000.520811151 -52.000
54.138018406 000.533803111 -49.000
54.125334035 000.404060054 -53.000
54.126920991 000.477822193 -53.000
54.155272787 000.389250073 -55.000
54.133535516 000.502192950 -54.000
54.074373376 000.521865691 -50.000
54.072014662 000.435997080 -50.000
54.080634128 000.490123239 -51.000
54.075837106 000.481391558 -52.000
54.129009851 000.502598149 -51.000
54.146806537 000.560432985 -48.000
54.090618654 000.440537980 -50.000
54.084589386 000.467429891 -51.000
54.106055813 000.539292871 -49.000
54.112989131 000.438271480 -52.000
54.070731167 000.369072929 -51.000
54.094342003 000.536437567 -49.000
54.147683550 000.383969933 -55.000
54.170037060 000.532838671 -52.000
54.125529860 000.368995733 -53.000
54.067695448 000.540689938 -48.000
54.093624184 000.495469981 -52.000
54.119730540 000.510912232 -51.000
54.157449726 000.501093381 -53.000
54.080187129 000.417883698 -51.000
54.116778275 000.402364920 -52.000
54.091991670 000.351673824 -51.000
54.166191328 000.377278096 -55.000
54.104668801 000.468140996 -51.000
54.100672339 000.534015509 -48.000
54.180834878 000.529987486 -56.000
54.106611166 000.347583132 -51.000
54.120400078 000.473385882 -54.000
54.156759246 000.401463594 -53.000
54.128212656 000.396449859 -54.000
54.159576700 000.550917709 -53.000
54.109874978 000.498933938 -52.000
54.082566646 000.501671669 -51.000
54.163019866 000.466866890 -53.000
54.117865845 000.489916755 -54.000
54.139689695 000.381561517 -55.000
54.087377850 000.521326992 -51.000
54.139798269 000.340352604 -54.000
54.090562277 000.474636245 -52.000
54.067956442 000.488173555 -50.000
54.140353326 000.477621606 -55.000
54.174647210 000.529851359 -51.000
54.175278129 000.533901189 -55.000
54.179868966 000.542519642 -53.000
54.119923757 000.555932129 -47.000
54.177556533 000.485735450 -53.000
54.149728327 000.459256832 -53.000
54.165510198 000.462567126 -56.000
54.166288518 000.557172049 -56.000
54.090280129 000.424973443 -51.000
54.120346007 000.514489808 -52.000
54.078783103 000.533327949 -48.000
54.183025894 000.559345021 -59.000
54.091510067 000.373316468 -50.000
54.067053336 000.382193207 -50.000
54.144733822 000.562767131 -49.000
54.183597200 000.547133424 -57.000
54.180458016 000.414217435 -56.000
54.169931289 000.505354316 -51.000
54.141854251 000.506677483 -51.000
54.148872399 000.565129179 -53.000
54.138179000 000.551836388 -51.000
54.165286551 000.375985987 -56.000
54.086106407 000.538799499 -47.000
54.170648306 000.374546714 -54.000
54.086232404 000.456720773 -50.000
54.157922876 000.543980974 -51.000
54.068547561 000.357601634 -52.000
54.171107772 000.542692252 -55.000
54.079261404 000.450847891 -50.000
54.182683482 000.452538487 -57.000
54.171479784 000.549366792 -56.000
54.141738858 000.447729372 -56.000
54.132442124 000.446426156 -54.000
54.123228876 000.534155926 -48.000
54.089545200 000.507573423 -52.000
54.110559362 000.411482064 -51.000
54.171211700 000.387567925 -53.000
54.144311705 000.353664134 -54.000
54.122423606 000.503278520 -51.000
54.140160459 000.428958956 -53.000
54.096942950 000.501771526 -51.000
54.090199741 000.534207188 -48.000
54.161836312 000.496475075 -51.000
54.106231024 000.514180043 -52.000
54.148773364 000.528855460 -49.000
54.123734512 000.394638455 -54.000
54.080045520 000.465587092 -52.000
54.070569174 000.539907533 -49.000
54.156628969 000.358248403 -55.000
54.166877109 000.531845147 -50.000
54.108910883 000.372082514 -52.000
54.148147744 000.483680265 -53.000
54.081580984 000.395734377 -50.000
54.155567821 000.477969197 -56.000
54.127786834 000.451679975 -53.000
54.136058022 000.508825374 -54.000
54.152267253 000.561386212 -54.000
54.128599615 000.532724885 -48.000
54.156347068 000.547930506 -49.000
54.170243407 000.375016007 -56.000
54.137960726 000.464254191 -56.000
54.089632003 000.486973008 -50.000
54.174358588 000.479947245 -56.000
54.156856946 000.424187789 -53.000
54.096931288 000.476747034 -52.000
54.170073614 000.539643363 -51.000
54.139053201 000.537260588 -52.000
54.150634087 000.387469948 -56.000
54.070971534 000.370954752 -52.000
54.181305235 000.474678134 -53.000
54.077929641 000.509160218 -52.000
54.171742018 000.517226436 -50.000
54.088060804 000.454783731 -48.000
54.175007242 000.390425616 -53.000
54.153631852 000.479929761 -56.000
54.096061705 000.500335731 -50.000
54.140817804 000.359622841 -53.000
54.110651316 000.463669386 -51.000
54.180499132 000.441518437 -57.000
54.099444664 000.410120840 -50.000
54.168335719 000.388759038 -53.000
54.108144655 000.439178497 -52.000
54.067087023 000.338864850 -50.000
54.183388531 000.533971917 -57.000
54.150529938 000.535876556 -48.000
54.101630515 000.434920235 -50.000
54.096775356 000.362768855 -50.000
54.110178046 000.537069997 -51.000
54.130672063 000.430304371 -51.000
54.154091341 000.507206581 -54.000
54.122432594 000.537323974 -51.000
54.138953067 000.445996318 -56.000
54.157510112 000.507684712 -54.000
54.154743054 000.357825657 -53.000
54.176497883 000.441017127 -55.000
54.091447305 000.528256128 -50.000
54.172669763 000.426982405 -55.000
54.121904745 000.503823065 -53.000
54.091029009 000.394201558 -51.000
54.177732592 000.439678908 -56.000
54.098796880 000.520079141 -49.000
54.158719189 000.478993308 -55.000
54.134454356 000.467084064 -54.000
54.129665976 000.351453341 -53.000
54.078034832 000.513428316 -51.000
54.148128942 000.408906635 -53.000
54.143876486 000.457853911 -54.000
54.099758295 000.384748423 -51.000
54.137705545 000.462478503 -55.000
54.149306768 000.423380720 -54.000
54.164694575 000.429133173 -56.000
54.131653650 000.556718545 -50.000
54.150250078 000.445235904 -55.000
54.102833129 000.369641685 -51.000
54.117757978 000.337223049 -53.000
54.138105285 000.355845902 -53.000
54.179312185 000.488265060 -54.000
54.140848602 000.443952336 -55.000
54.067304840 000.395355644 -50.000
54.160951971 000.449280226 -54.000
54.127104003 000.424915210 -53.000
54.085743070 000.375066116 -51.000
54.098138027 000.445800779 -51.000
54.159494578 000.476039066 -55.000
54.130955892 000.521120332 -51.000
54.115917121 000.451200898 -53.000
54.075595660 000.477393959 -51.000
54.138478691 000.414837071 -52.000
54.170746471 000.399665132 -55.000
54.166454898 000.493307563 -54.000
54.068434272 000.464950997 -51.000
54.098814235 000.399337541 -51.000
54.133338992 000.416031247 -53.000
54.167834601 000.448445943 -55.000
54.133638089 000.552383364 -48.000
54.073169131 000.409432221 -50.000
54.113318564 000.474443475 -53.000
54.171085071 000.392360784 -54.000
54.153562259 000.413944420 -54.000
54.167609965 000.476171240 -55.000
54.098376208 000.538781677 -49.000
54.182898842 000.395166855 -55.000
