Lat Lon Depth
53.943209800 001.588660600 -35.400
53.918751100 001.591557200 -35.000
53.955974200 001.504275400 -36.000
53.868548400 001.556923100 -32.100
53.898765000 001.560893100 -34.800
53.850940100 001.535320400 -29.100
53.890115300 001.521852400 -32.500
53.915955600 001.603504300 -31.600
53.931258700 001.534707400 -35.300
53.901050000 001.596128400 -33.500
53.942927400 001.504201800 -36.900
53.858009400 001.560820100 -31.300
53.938786600 001.566895600 -35.400
53.873410400 001.549148700 -31.900
53.856362200 001.586510400 -30.900
53.848049200 001.499609300 -32.000
53.901676800 001.502328600 -33.500
53.954545800 001.516826400 -35.700
53.950901300 001.599094900 -36.000
53.897317300 001.565124800 -34.300
53.950947500 001.605045200 -35.900
53.875353100 001.495575600 -32.400
53.957801100 001.511306100 -35.300
53.874606800 001.613260800 -31.500
53.839481900 001.617911400 -32.400
53.892304500 001.523863800 -33.000
53.933795600 001.527957200 -36.100
53.895088100 001.599102700 -32.600
53.922652100 001.496971000 -36.300
53.845154200 001.539090600 -28.000
53.933005700 001.565929500 -35.100
53.833618500 001.520374000 -29.000
53.862276400 001.490969700 -32.400
53.887757300 001.533223800 -31.900
53.832156800 001.605526900 -26.500
53.871936400 001.511862200 -31.200
53.832387900 001.510206200 -28.300
53.943197700 001.512181600 -36.300
53.833803300 001.584519600 -27.300
53.865363700 001.540554700 -32.500
53.934623200 001.609275300 -36.200
53.958988100 001.551649100 -37.600
53.911096100 001.596413700 -31.800
53.850498900 001.559649500 -32.400
53.903779300 001.579153700 -29.900
53.935413600 001.549934000 -29.900
53.868348700 001.527158000 -27.900
53.933128800 001.602745200 -35.400
53.922188000 001.541603800 -35.400
53.927628500 001.605013800 -35.800
53.903087500 001.594765400 -34.500
53.917123500 001.521796900 -34.800
53.947286100 001.572911800 -34.300
53.954543100 001.551423500 -34.600
53.937368300 001.564991200 -35.300
53.912446300 001.611336100 -34.600
53.901532700 001.545489000 -34.800
53.861276600 001.601673700 -31.800
53.941860000 001.539034300 -35.500
53.872872000 001.559420900 -31.900
53.907995100 001.507076600 -33.800
53.869284300 001.576021900 -31.000
53.858256400 001.578199000 -30.500
53.920558800 001.608334800 -33.300
53.934341100 001.518874300 -34.900
53.845555500 001.495690400 -31.700
53.860789200 001.604720200 -31.900
53.956299200 001.522966700 -35.300
53.863100300 001.506496200 -31.800
53.881215200 001.495319400 -32.600
53.948065200 001.519161800 -35.400
53.913222900 001.497126600 -36.100
53.925462500 001.502980900 -36.600
53.851550300 001.532010400 -27.500
53.902428400 001.519356200 -33.800
53.957469900 001.503562400 -35.700
53.866333700 001.526258000 -31.100
53.932552200 001.552114000 -35.200
53.963252800 001.494912600 -36.000
53.896305500 001.577052400 -33.800
53.900004300 001.602205900 -32.600
53.911123600 001.562951000 -34.900
53.945116400 001.506230100 -36.600
53.891826900 001.550726000 -34.000
53.868036600 001.544143500 -32.000
53.948432200 001.488732400 -37.000
53.843737200 001.541997100 -28.900
53.916986700 001.502819000 -35.800
53.866012800 001.542024600 -32.200
53.943558600 001.585718000 -35.300
53.905945400 001.568632200 -34.600
53.948398600 001.609658100 -33.700
53.861779600 001.559238800 -31.800
53.850367100 001.508609300 -30.200
53.918576300 001.493644000 -36.300
53.886923900 001.609513600 -31.800
53.877466000 001.528748000 -32.500
53.841287500 001.521367800 -29.900
53.879958100 001.488456500 -32.900
53.916390200 001.490582100 -36.800
53.848297300 001.551705800 -31.000
53.889983700 001.537324400 -32.900
53.837228000 001.567098300 -29.400
53.895051900 001.609879900 -33.600
53.841732000 001.494504800 -30.200
53.954479900 001.531321400 -35.300
53.939421900 001.605513500 -36.000
53.919346200 001.522669700 -36.300
53.946225000 001.613449100 -35.500
53.913709200 001.570361300 -33.800
53.931999200 001.574362600 -35.400
53.838896500 001.548461100 -29.100
53.882250900 001.582107200 -33.500
53.834197500 001.604653300 -27.200
53.962883700 001.488125600 -36.400
53.901334900 001.585112100 -33.500
53.867927500 001.605106500 -32.000
53.888709100 001.497696000 -32.700
53.885895100 001.524998500 -31.400
53.886711300 001.516801200 -32.600
53.850731600 001.523469400 -27.300
53.872774300 001.585937800 -32.600
53.896046600 001.578796600 -34.300
53.919479900 001.502129100 -34.900
53.897651600 001.540789900 -34.500
53.905354100 001.492798100 -34.600
53.858668300 001.544354800 -31.200
53.834029000 001.489119200 -28.600
53.866917000 001.604015200 -32.300
53.858881700 001.591868200 -30.100
53.888356500 001.540962300 -31.600
53.833717200 001.516703000 -28.100
53.863184100 001.512543300 -31.500
53.866042000 001.599314200 -31.500
53.895884200 001.559780000 -34.200
53.843744300 001.488407100 -30.900
53.882184300 001.554733100 -32.300
53.856114000 001.529733100 -29.800
53.855496600 001.487849200 -32.400
53.950939300 001.600226500 -36.100
53.844507900 001.599441600 -32.300
53.844358400 001.590030300 -31.100
53.864466200 001.602374000 -32.200
53.848322300 001.586202500 -29.500
53.953398800 001.567259800 -34.300
53.863932500 001.603073600 -32.200
53.845839200 001.569063100 -30.400
53.855304600 001.574645900 -29.500
53.868926900 001.504990600 -31.300
53.902697600 001.530693900 -33.600
53.897765200 001.588399800 -34.100
53.901168900 001.556559600 -33.800
53.845826400 001.603448200 -32.600
53.839287200 001.540724000 -27.600
53.965825200 001.490262800 -35.800
53.942081800 001.514968800 -36.500
53.839822700 001.513672200 -30.400
53.952295200 001.593695600 -36.100
53.897865300 001.496421100 -34.100
53.883896800 001.489393600 -32.900
53.949713900 001.541072200 -36.500
53.834366900 001.590026000 -28.100
53.937997600 001.508254100 -35.100
53.856067600 001.531007000 -29.800
53.917360300 001.610024000 -32.800
53.866907400 001.492223100 -31.900
